"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"84. ","Wilson's Bar B Que","(918) 836-7020","https://www.yellowpages.com/tulsa-ok/mip/wilsons-bar-b-que-7157573","Restaurants,Barbecue Restaurants","","","3616 E 11th St","Tulsa","OK","74112","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=3"
"85. ","RibCrib","(918) 828-0010","https://www.yellowpages.com/tulsa-ok/mip/ribcrib-18782677","Restaurants,Barbecue Restaurants","","","3022 S Garnett Rd","Tulsa","OK","74129","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=3"
"86. ","Kit's Takee-Outee","(918) 493-1180","https://www.yellowpages.com/tulsa-ok/mip/kits-takee-outee-5058012","Restaurants,Chinese Restaurants,Asian Restaurants","","","7994 S Sheridan Rd","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=3"
"87. ","TGI Friday's","(918) 280-8443","https://www.yellowpages.com/tulsa-ok/mip/tgi-fridays-3806426","Restaurants,American Restaurants,Take Out Restaurants","http://www.tgifridays.com","","5359 E 41st St","Tulsa","OK","74135","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=3"
"88. ","Golden Saddle Bbq Steakhouse","(918) 835-2882","https://www.yellowpages.com/tulsa-ok/mip/golden-saddle-bbq-steakhouse-3540341","Restaurants,Take Out Restaurants,Steak Houses","","","6618 E Admiral Pl","Tulsa","OK","74115","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=3"
"89. ","Outback Steakhouse","(918) 299-0069","https://www.yellowpages.com/tulsa-ok/mip/outback-steakhouse-3516597","Restaurants,Steak Houses,American Restaurants","https://locations.outback.com/oklahoma/tulsa/9710-riverside-drive?utm_source=gmb&utm_medium=local_search&utm_campaign=website_cta&y_source=1_MTU1MDIyOTctNTUzLWxvY2F0aW9uLndlYnNpdGU%3D","","9710 Riverside Pkwy","Tulsa","OK","74137","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=3"
"90. ","First Watch Restaurant","(918) 296-9960","https://www.yellowpages.com/tulsa-ok/mip/first-watch-restaurant-12776141","Restaurants,Breakfast, Brunch & Lunch Restaurants,American Restaurants","http://www.firstwatch.com","","8178 S Lewis Ave","Tulsa","OK","74137","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=3"
"91. ","Denny's","(918) 252-3209","https://www.yellowpages.com/tulsa-ok/mip/dennys-473022533","Restaurants,Breakfast, Brunch & Lunch Restaurants,Family Style Restaurants","","","8104 E 68th St","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"92. ","El Chico","(918) 252-9442","https://www.yellowpages.com/tulsa-ok/mip/el-chico-13953184","Restaurants,Mexican Restaurants,Family Style Restaurants","http://www.elchico.com","","9705 E 71st St","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"93. ","Eggroll Kingdom","(918) 250-5218","https://www.yellowpages.com/tulsa-ok/mip/eggroll-kingdom-1049826","Restaurants,Asian Restaurants","","","6041 S Garnett Rd","Tulsa","OK","74146","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"94. ","Elmer's BBQ","(918) 742-6702","https://www.yellowpages.com/tulsa-ok/mip/elmers-bbq-931073","Restaurants,Barbecue Restaurants,Take Out Restaurants","http://www.elmersbbqtulsa.com","","4130 S Peoria Ave","Tulsa","OK","74105","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"95. ","Pho Da Cao","(918) 270-2715","https://www.yellowpages.com/tulsa-ok/mip/pho-da-cao-22303876","Restaurants,Vietnamese Restaurants,Chinese Restaurants","http://www.facebook.com/Pho-Da-Cao-125488480839858","","9066 E 31st St","Tulsa","OK","74145","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"96. ","Albert G's Bar-B-Q","(918) 728-3650","https://www.yellowpages.com/tulsa-ok/mip/albert-gs-bar-b-q-470638628","Restaurants,Barbecue Restaurants,Bars","https://albertgs.com","","421 E 1st St","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"97. ","Elote Cafe & Catering","(918) 582-1403","https://www.yellowpages.com/tulsa-ok/mip/elote-cafe-catering-12200789","Restaurants,American Restaurants,Caterers","https://www.elotetulsa.com","","514 S Boston Ave","Tulsa","OK","74103","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"98. ","Sam's Southern Eatery","(918) 938-6555","https://www.yellowpages.com/tulsa-ok/mip/sams-southern-eatery-496806169","Restaurants,American Restaurants,Seafood Restaurants","","","3616 E 11th St","Tulsa","OK","74112","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"99. ","Cheddar's Scratch Kitchen","(918) 307-2013","https://www.yellowpages.com/tulsa-ok/mip/cheddars-scratch-kitchen-6125504","Restaurants,American Restaurants","https://www.cheddars.com/locations/ok/tulsa/tulsa/2015","","10708 E 71st St","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"100. ","LongHorn Steakhouse","(918) 294-0244","https://www.yellowpages.com/tulsa-ok/mip/longhorn-steakhouse-497655253","Restaurants,Steak Houses,Take Out Restaurants","http://www.longhornsteakhouse.com/specials/featured-flavors?cmpid=br:lh_ag:ie_ch:dry_ca:LHQ4BoldBone_dt:20170410_sn:yp_gt:ok-tulsa-5345_pl:OtherLink_rd:1367","","9111 E 71st St","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"101. ","The Coffee House","(918) 779-6137","https://www.yellowpages.com/tulsa-ok/mip/the-coffee-house-11984364","Restaurants,Coffee & Espresso Restaurants,Coffee & Tea","","","1502 E 15th St","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"102. ","Hot Wok","(918) 622-9888","https://www.yellowpages.com/tulsa-ok/mip/hot-wok-44957","Restaurants,Chinese Restaurants,Asian Restaurants","http://www.hotwok-ok.com","","11007 E 41st St","Tulsa","OK","74146","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"103. ","Freeway Cafe","(918) 836-8150","https://www.yellowpages.com/tulsa-ok/mip/freeway-cafe-11845503","Restaurants,Coffee Shops,American Restaurants","http://www.freewaycafeinc.com","","465 S Sheridan Rd","Tulsa","OK","74112","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"104. ","Egg Roll Chef","(918) 835-7308","https://www.yellowpages.com/tulsa-ok/mip/egg-roll-chef-8639455","Restaurants,Chinese Restaurants,Asian Restaurants","http://www.facebook.com/pages/Egg-Roll-Chef/109679222400802","","2157 S Sheridan Rd","Tulsa","OK","74129","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"105. ","Moms Family Diner","(918) 508-2990","https://www.yellowpages.com/tulsa-ok/mip/moms-family-diner-480639395","Restaurants,American Restaurants,Coffee Shops","https://www.facebook.com/momsdiner41","","4101 S Mingo Rd","Tulsa","OK","74146","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"106. ","Fu Thai","(918) 994-6588","https://www.yellowpages.com/tulsa-ok/mip/fu-thai-502029795","Restaurants,Thai Restaurants,Japanese Restaurants","","","5646 S Mingo Rd","Tulsa","OK","74146","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"107. ","Osaka Steakhouse of Japan","(918) 872-6014","https://www.yellowpages.com/tulsa-ok/mip/osaka-steakhouse-of-japan-452519420","Restaurants,Japanese Restaurants,Steak Houses","","","11016 E 81st St","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"108. ","China 8","(918) 561-6311","https://www.yellowpages.com/tulsa-ok/mip/china-8-481023208","Restaurants,Chinese Restaurants,Asian Restaurants","http://china8tulsa.com","","2315 W Edison St","Tulsa","OK","74127","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"109. ","Cracker Barrel Old Country Store","(918) 610-0414","https://www.yellowpages.com/tulsa-ok/mip/cracker-barrel-old-country-store-483438813","Restaurants,American Restaurants,Gift Shops","https://www.crackerbarrel.com/Locations/States/ok/tulsa/325","","8008 E 31st St","Tulsa","OK","74145","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"110. ","Red Lobster","(918) 250-5330","https://www.yellowpages.com/tulsa-ok/mip/red-lobster-501313321","Restaurants,Seafood Restaurants,American Restaurants","https://www.redlobster.com/seafood-restaurants/locations/ok/tulsa/6728-s-memorial-drive","","6728 S Memorial Dr","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"111. ","Does Eat Place","(918) 585-3637","https://www.yellowpages.com/tulsa-ok/mip/does-eat-place-917339","Restaurants,Seafood Restaurants","","","1350 E 15th St","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"112. ","Crushed Red","(918) 960-2015","https://www.yellowpages.com/tulsa-ok/mip/crushed-red-539897377","Restaurants,American Restaurants,Bars","http://crushed-red.com","","1529 E 15th St","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"113. ","Mazzios Italian Eatery","(918) 664-4444","https://www.yellowpages.com/tulsa-ok/mip/mazzios-italian-eatery-24162632","Restaurants,Italian Restaurants,Pizza","https://www.mazzios.com","","6127 E 31st St","Tulsa","OK","74135","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"114. ","Metro Diner","(918) 387-3553","https://www.yellowpages.com/tulsa-ok/mip/metro-diner-549547491","Restaurants,Chicken Restaurants,American Restaurants","https://metrodiner.com/locations/oklahoma/tulsa-hills","","7474 S Olympia Ave","Tulsa","OK","74132","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"115. ","Oklahoma Joe's BBQ South Tulsa","(918) 894-4447","https://www.yellowpages.com/tulsa-ok/mip/oklahoma-joes-bbq-south-tulsa-527949281","Restaurants,Barbecue Restaurants,Caterers","http://okjoes.com","","6175 E 61st St","Tulsa","OK","74136","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"116. ","Tally's Cafe","(918) 895-6375","https://www.yellowpages.com/tulsa-ok/mip/tallys-cafe-540907311","Restaurants,Coffee Shops,American Restaurants","https://tallyscafe.com/contact","","6100 S Sheridan Rd","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"117. ","China Garden","(918) 938-6518","https://www.yellowpages.com/tulsa-ok/mip/china-garden-481569173","Restaurants,Chinese Restaurants,Asian Restaurants","http://www.chinagardenok.com","","9720 E 31st St","Tulsa","OK","74146","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"118. ","On The Border Mexican Grill & Cantina","(918) 994-1555","https://www.yellowpages.com/tulsa-ok/mip/on-the-border-mexican-grill-cantina-534824029","Restaurants,Mexican Restaurants,Take Out Restaurants","https://www.ontheborder.com/locations/woodland-hills","","8702 E 71st St","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"119. ","Napa Flats Wood-Fired Kitchen","(918) 948-6505","https://www.yellowpages.com/tulsa-ok/mip/napa-flats-wood-fired-kitchen-502938732","Restaurants,American Restaurants,Bars","http://www.napaflats.com","","9912 Riverside Pkwy","Tulsa","OK","74137","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"120. ","Tally's Good Food Cafe","(918) 835-8039","https://www.yellowpages.com/tulsa-ok/mip/tallys-good-food-cafe-4161407","Restaurants,Coffee Shops,American Restaurants","http://tallyscafe.com","","1102 S Yale Ave","Tulsa","OK","74112","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=4"
"121. ","Knotty Pig BBQ Burger & Chili House","(918) 258-0005","https://www.yellowpages.com/tulsa-ok/mip/knotty-pig-bbq-burger-chili-house-525934404","Restaurants,Barbecue Restaurants,American Restaurants","http://www.knottypig.com","","6835 E 15th St","Tulsa","OK","74112","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"122. ","Gogi Gui Korean Grill","(918) 949-9377","https://www.yellowpages.com/tulsa-ok/mip/gogi-gui-korean-grill-521017243","Restaurants,Korean Restaurants,Asian Restaurants","http://www.gogiguikoreangrill.com","","6380 E 31st St Ste M","Tulsa","OK","74135","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"123. ","Beef Capital Steak House","(918) 584-8188","https://www.yellowpages.com/tulsa-ok/mip/beef-capital-steak-house-534191055","Restaurants,Steak Houses,Bars","","","5209 S Sheridan Rd","Tulsa","OK","74145","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"124. ","Nelson's Buffeteria","(918) 236-4655","https://www.yellowpages.com/tulsa-ok/mip/nelsons-buffeteria-468471989","Restaurants,American Restaurants,Coffee Shops","http://www.nelsonsbuffeteria.com","","4401 S Memorial Dr","Tulsa","OK","74145","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"125. ","Thai Village","(918) 528-3311","https://www.yellowpages.com/tulsa-ok/mip/thai-village-452496314","Restaurants,Thai Restaurants,Seafood Restaurants","https://www.facebook.com/thaivillagetulsa","","8102 S Lewis Ave","Tulsa","OK","74137","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"126. ","Johnny Rockets","(918) 995-8300","https://www.yellowpages.com/tulsa-ok/mip/johnny-rockets-505087810","Restaurants,American Restaurants,Take Out Restaurants","","","8330 Riverside Pkwy","Tulsa","OK","74137","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"127. ","Silver Skillet Family Diner","(918) 940-3888","https://www.yellowpages.com/tulsa-ok/mip/silver-skillet-family-diner-507892517","Restaurants,American Restaurants,Coffee Shops","http://www.facebook.com/SilverSkilletFamilyDiner","","8228 E 61st St","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"128. ","Sami's","(918) 835-3226","https://www.yellowpages.com/tulsa-ok/mip/samis-468363787","Restaurants,American Restaurants,Pizza","","","4591 N Mingo Rd","Tulsa","OK","74116","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"129. ","Seoul Bistro","(918) 960-2890","https://www.yellowpages.com/tulsa-ok/mip/seoul-bistro-453681223","Restaurants,Korean Restaurants,Asian Restaurants","http://seoulbistro.yolasite.com","","3161 S 129th East Ave","Tulsa","OK","74134","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"130. ","Sushi Hana Japanese Fusion","(918) 528-6688","https://www.yellowpages.com/tulsa-ok/mip/sushi-hana-japanese-fusion-466222385","Restaurants,Sushi Bars,Asian Restaurants","http://www.sushihanatulsa.com","","9904 Riverside Pkwy","Tulsa","OK","74137","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"131. ","Chili's Grill & Bar","(918) 742-9795","https://www.yellowpages.com/tulsa-ok/mip/chilis-grill-bar-12663236","Restaurants,American Restaurants,Bars","http://www.chilis.com/locations/us/oklahoma/tulsa/tulsa","","3302 E 51st St","Tulsa","OK","74135","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"132. ","Old School Bagel Cafe","(918) 340-7002","https://www.yellowpages.com/tulsa-ok/mip/old-school-bagel-cafe-513804127","Restaurants,American Restaurants,Coffee Shops","","","6805 S Yale Ave","Tulsa","OK","74136","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"133. ","Denny's - Closed","(918) 836-5300","https://www.yellowpages.com/tulsa-ok/mip/dennys-closed-49109","Restaurants,Breakfast, Brunch & Lunch Restaurants,American Restaurants","https://locations.dennys.com/OK/TULSA/248153?utm_source=yext&utm_medium=local-listing&utm_campaign=yext-listing&y_source=1_MjIyODc3MS01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","","45 N Sheridan Rd","Tulsa","OK","74115","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"134. ","Mazzios Italian Eatery","(918) 664-4444","https://www.yellowpages.com/tulsa-ok/mip/mazzios-italian-eatery-473066454","Restaurants,Italian Restaurants,Pizza","https://www.mazzios.com","","2425 E 71st St","Tulsa","OK","74136","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"135. ","China King","(918) 492-6888","https://www.yellowpages.com/tulsa-ok/mip/china-king-16560618","Restaurants,Chinese Restaurants,Asian Restaurants","https://www.facebook.com/pages/China-King/115643325125590","","1330 E 71st St","Tulsa","OK","74136","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"136. ","Beijing Gourmet","(918) 307-1688","https://www.yellowpages.com/tulsa-ok/mip/beijing-gourmet-455580242","Restaurants,Chinese Restaurants,American Restaurants","","","8228 E 61st St Ste 112","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"137. ","Gigi's Kitchen","(918) 992-5822","https://www.yellowpages.com/tulsa-ok/mip/gigis-kitchen-521162999","Restaurants,Chinese Restaurants,Asian Restaurants","https://www.facebook.com/GiGis-Kitchen-1573037699629202","","7105 S Yale Ave","Tulsa","OK","74136","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"138. ","Jacky Chen Express","(918) 438-3332","https://www.yellowpages.com/tulsa-ok/mip/jacky-chen-express-6493451","Restaurants,Chinese Restaurants,Asian Restaurants","","","2010 S 129th East Ave","Tulsa","OK","74108","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"139. ","Korean Garden","(918) 627-9292","https://www.yellowpages.com/tulsa-ok/mip/korean-garden-5471073","Restaurants,Korean Restaurants,Asian Restaurants","","","12773 E 41st St","Tulsa","OK","74146","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"140. ","Johnny Carino's","(918) 270-2000","https://www.yellowpages.com/tulsa-ok/mip/johnny-carinos-2106687","Restaurants,Italian Restaurants,Caterers","http://www.carinos.com","","6364 E 41st St","Tulsa","OK","74135","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"141. ","Hibachi Grill Super Buffet","(918) 250-0110","https://www.yellowpages.com/tulsa-ok/mip/hibachi-grill-super-buffet-468098424","Restaurants,Chinese Restaurants,Buffet Restaurants","https://www.hibachigrillsuperbuffet.net","","7407 S Memorial Dr","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"142. ","Red Lobster","(918) 496-3323","https://www.yellowpages.com/tulsa-ok/mip/red-lobster-501315344","Restaurants,Seafood Restaurants,American Restaurants","https://www.redlobster.com/seafood-restaurants/locations/ok/tulsa/4525-east-51st-street","","4525 E 51st St","Tulsa","OK","74135","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"143. ","Asian Fusion","(918) 835-1888","https://www.yellowpages.com/tulsa-ok/mip/asian-fusion-495498886","Restaurants,Chinese Restaurants,Thai Restaurants","http://asianfusionok.com","","6565 E 71st St","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"144. ","Hot Wok","(918) 299-0279","https://www.yellowpages.com/tulsa-ok/mip/hot-wok-21980667","Restaurants,Chinese Restaurants,Asian Restaurants","http://hotwoktulsaok.com","","8741 S Lewis Ave","Tulsa","OK","74137","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"145. ","Fortune Chef","(918) 749-2541","https://www.yellowpages.com/tulsa-ok/mip/fortune-chef-2834418","Restaurants,Chinese Restaurants,Asian Restaurants","http://www.fortunecheftulsa.com","","3213 S Yale Ave","Tulsa","OK","74135","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"146. ","Ikes Chili","(918) 838-9410","https://www.yellowpages.com/tulsa-ok/mip/ikes-chili-495506820","Restaurants,American Restaurants,Mexican Restaurants","http://www.ikeschilius.com","","1503 E 11th St","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"147. ","Lot A Burger","(918) 664-8264","https://www.yellowpages.com/tulsa-ok/mip/lot-a-burger-2792011","Restaurants,American Restaurants","","","4555 S Mingo Rd","Tulsa","OK","74146","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"148. ","Saltgrass Steak House","(918) 488-8794","https://www.yellowpages.com/tulsa-ok/mip/saltgrass-steak-house-544533754","Restaurants,Steak Houses,Take Out Restaurants","https://www.saltgrass.com/location/saltgrass-tulsa","","4550 E Skelly Dr","Tulsa","OK","74135","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"149. ","Ti Amo Ristorante Italiano","(918) 592-5151","https://www.yellowpages.com/tulsa-ok/mip/ti-amo-ristorante-italiano-564759755","Restaurants,Italian Restaurants,Mediterranean Restaurants","http://tiamotulsa.com","","219 S Cheyenne Ave","Tulsa","OK","74103","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"150. ","All About Cha","(918) 591-3950","https://www.yellowpages.com/tulsa-ok/mip/all-about-cha-504697487","Restaurants,Korean Restaurants,Asian Restaurants","https://www.facebook.com/FresaFusionKitchen","","202 S Cheyenne Ave","Tulsa","OK","74103","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=5"
"151. ","Blue Dome Market","(918) 258-3663","https://www.yellowpages.com/tulsa-ok/mip/blue-dome-market-556442372","Restaurants,American Restaurants,Delicatessens","","","211 E 2nd St","Tulsa","OK","74103","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"152. ","Andolini's Pizzeria Sliced Blue Dome","(918) 960-2011","https://www.yellowpages.com/tulsa-ok/mip/andolinis-pizzeria-sliced-blue-dome-542036357","Restaurants,Italian Restaurants,Bars","https://andopizza.com/location/andolinis-sliced","","114 S Detroit Ave","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"153. ","Roppongi","(918) 221-0818","https://www.yellowpages.com/tulsa-ok/mip/roppongi-532496709","Restaurants,Japanese Restaurants,Seafood Restaurants","http://roppongitulsa.com","","601 S Boston Ave","Tulsa","OK","74119","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"154. ","Dilly Diner","(918) 938-6382","https://www.yellowpages.com/tulsa-ok/mip/dilly-diner-531159660","Restaurants,American Restaurants,Delicatessens","http://www.dillydiner.com","","402 E 2nd St","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"155. ","The Vault","(918) 948-6761","https://www.yellowpages.com/tulsa-ok/mip/the-vault-482115773","Restaurants,American Restaurants","","","620 S Cincinnati Ave","Tulsa","OK","74119","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"156. ","JINYA Ramen Bar - Tulsa","(918) 861-4100","https://www.yellowpages.com/tulsa-ok/mip/jinya-ramen-bar-tulsa-531785710","Restaurants,Sushi Bars,Japanese Restaurants","https://www.jinyaramenbar.com/?utm_medium=yext&utm_source=extnet","","416 E 2nd St","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"157. ","French Hen","(918) 492-2596","https://www.yellowpages.com/tulsa-ok/mip/french-hen-557454695","Restaurants,French Restaurants,American Restaurants","https://www.frenchhentulsa.com","","319 E Archer St","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"158. ","Bramble Breakfast & Bar","(539) 664-5635","https://www.yellowpages.com/tulsa-ok/mip/bramble-breakfast-bar-546508933","Restaurants,American Restaurants","http://bramblebartulsa.com","","1302 E 6th St","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"159. ","Burn Co Barbeque","(918) 574-2777","https://www.yellowpages.com/tulsa-ok/mip/burn-co-barbeque-497499312","Restaurants,Barbecue Restaurants,American Restaurants","http://burncobarbequeok.hibuwebsites.com","","1738 S Boston Ave","Tulsa","OK","74119","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"160. ","Nola's Creole & Cocktails","(918) 779-7766","https://www.yellowpages.com/tulsa-ok/mip/nolas-creole-cocktails-540750836","Restaurants,Creole & Cajun Restaurants,American Restaurants","http://www.nolastulsa.com","","1334 E 15th St","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"161. ","Society Burger","(918) 392-7667","https://www.yellowpages.com/tulsa-ok/mip/society-burger-546012813","Restaurants,American Restaurants,Bars","https://societyburger.com","","1419 E 15th St Ste B","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"162. ","Taziki's Mediterranean Cafe - Tulsa","(918) 986-8288","https://www.yellowpages.com/tulsa-ok/mip/tazikis-mediterranean-cafe-tulsa-534797921","Restaurants,Mediterranean Restaurants,Take Out Restaurants","http://tazikiscafe.com/location/cherry-street","","1551 E 15th St Ste 10","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"163. ","Prossimo Ristorante","(918) 271-5096","https://www.yellowpages.com/tulsa-ok/mip/prossimo-ristorante-548852810","Restaurants,Italian Restaurants,Bars","https://prossimoristorante.com","","1550 E 15th St","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"164. ","Mack's Wings","(918) 551-7626","https://www.yellowpages.com/tulsa-ok/mip/macks-wings-550660167","Restaurants,American Restaurants","http://www.facebook.com/MacksWings","","782 E Pine St","Tulsa","OK","74106","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"165. ","Roka","(918) 382-7777","https://www.yellowpages.com/tulsa-ok/mip/roka-531741521","Restaurants,Sushi Bars,Japanese Restaurants","http://www.rokatulsa.com","","1616 S Utica Ave","Tulsa","OK","74104","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
